"SL_n","BRC1_2_n","CK_n","Aux_n","ABA_n","PIN_1_3_4_7_n","Aux_Bud_n","SUC_n","GA_n","Decap_signal_n","CXE_n","SMXL6_7_8_n","FHY3_FAR1_n","SPL9_15_n","MAX2_n","D14_n","D27_n","MAX3_n","MAX4_n","MAX1_n","LBO_n","CLAMT_n","PhyB_n","PIFs_n","HB21_40_53_n","NCED3_n.","Perception_SL_n"
1.97836421068238,2,1.27429128240912,1.31352869154048,1.26904020026202,1.76758711865738,2.07537283680451,0.5,2.28572660054296,1.8700963109959,0.41830749550973,1.32399421663451,1.03863716037037,0.920034759643578,1.35664693021089,0.869390397424026,2.11279151294702,0.617717762272401,1.46759443266257,0.667941971004884,0.132324198854072,0.11144963600732,3.16146767452522,1.83945023437334,1.57206563943646,0.832962335783164,0.938984647417289
1.19598937191333,2,0.548709774048743,2.06103527237384,1.15333606167786,1.50331109401178,0.395519278095235,0.5,0.819367396353615,1.98171750870743,1.65314682672454,0.376072636651888,0,1.11181822161693,0.432137217288159,0.623239747520782,0.988230902407859,0.830308266061717,1.04559974031106,1.06772562651444,1.06755187886011,0.738081976830866,0.342741665179109,0.656028951236757,1.0121475448787,1.00044141174328,0.713851579124097
2.10654600140371,2,0.769956175944796,1.36866155464128,1.05567714165757,0.523980235717569,0.746306537151116,0.5,2.19382219715326,0.74035451859792,0.827184746408515,0.605762802972699,0.754697105337056,0.692300702574291,1.62314445741202,0.484477294206782,1.00808331799975,0.325015032919211,0.712691196808389,1.257466005745,1.25363095563637,1.48343119805929,1.29126244897436,2.53220286520209,0.29499480049239,1.21383154523864,0.16415074657298
0.845565219227212,2,1.82041066971596,0.56948911974303,0.830907452592847,1.59908249382846,0,0.5,0.312891441972226,1.19315865448708,2.60169582261101,1.02718108588592,0.734264444203834,0.989105483012479,0.979196377768024,1.97769117257377,2.61166036603421,2.1977172348127,1.26368051745892,0.0849642013138168,1.2607599627158,1.39465870045981,0.704207827080931,1.50624281765329,1.48333586705954,0.391356474597638,0.303080418285104
1.69341323898448,2,1.5148499010636,2.1983853616287,1.05084387600598,0.94603706327263,0.354534312771033,0.5,1.58263231212257,1.69809384977414,0.968828405223468,0.733056086948692,1.50106978870737,1.98372574335224,2.40516559335183,1.45939029475221,1.71030630605161,0.191832231070609,0.0323023448900298,0.65265455256919,0.413999854075049,1.21337706575432,1.43495414757441,1.27589321047439,1.61443243738645,0.0618111091242808,1.15655808038642
0.624659089533198,2,0.494624152725767,1.93349489225801,1.24640484732774,2.63806048280486,1.13974233065805,0.5,1.58008361208575,1.2687257451052,1.64303236979683,0.443384398135242,0.806867442371656,1.67295207499061,0,1.87364117988721,0.594426414690437,1.46236053280729,0.327898862082536,1.48979014649933,1.2776002419357,0.930350288498709,2.07076327094531,0.551317504531916,0.0646665189355687,0.90826109983732,1.70364405229414
1.44774667133117,2,0.548105404783593,0.933683747086434,1.15037121941583,0.982562726102887,2.15903230196239,0.5,0.305051249970951,0.874516256036717,0.815084874608735,0.494180203068671,0.812407325741437,0.637935325920248,1.98924942221447,1.05066001062001,2.17436529525851,1.75351217882111,1.96330247836618,1.15546198580118,1.5353131695341,0,2.22639836251063,2.37635918579018,1.45065963964401,1.27425300514613,1.1305670954392
2.18351755439403,2,1.90630443946167,1.61345700779241,1.01125046705439,1.70530242491781,1.12007406172336,0.5,2.84807646908776,2.17347381844077,1.23655182865537,0,2.85767820946441,1.95444562432341,1.78031585443429,1.59941821567208,0.382813638827751,2.19005703674641,1.44281068894929,0.844190250352563,0,2.01115437626148,0.377907713885271,0.532274589347923,2.41871007942292,0.368283789835664,2.52115789895055
0.425267437469887,2,0.895730936153193,0.0429190312298424,1.13643859975233,2.72766157258132,0.276903036770433,0.5,0.638316289424317,0.926932693982479,0.897759060698671,0.676258289203626,0.850836415808263,1.27076137047761,2.05171443021029,2.38410513600801,1.8013205772618,0.451396311610135,1.57226828515167,2.32746275637381,1.03705045185586,1.35691296328094,1.16692835006941,0.771474291169658,1.9333096306775,0.682578757391263,1.84146760942603
0.541968230453515,2,1.64571820283511,1.06040696819334,2.17051210447269,1.36649927233182,2.11680035744326,0.5,1.7722537121334,0.583550802174786,0.650392587501145,0.822320767828177,1.35605503071788,1.06845960557617,1.01818820131022,1.0296631999893,1.23409092157518,1.86319780671199,2.79749113882232,1.9090265737637,0.769708345247121,0.870937669122337,0.24794290240383,2.00440812069837,1.13525885168158,1.13137803255539,1.2243024701546
1.72863857473823,2,1.08212584997362,1.18607958001019,1.43786087316508,1.17838970358219,0,0.5,0.131704934538945,0,1.72452775310597,2.2888930779947,1.65501896297981,1.09167683217342,1.18687416540626,1.39746524581974,0,1.97924274634776,0.331990821079693,0.490714104863812,1.45028167683216,0.642823954647182,1.53613530216055,1.40761162673132,1.03870059122544,1.70832985197768,1.09700198016544
1.43320136622293,2,1.07941064185595,0.604500369315118,0.494974781436696,1.152473263604,1.37823072745427,0.5,1.28694933575529,0.850968757106841,2.62045306441816,0,1.22192747931062,1.89039493170837,1.66930264305471,0.663325103382695,0.977561879289588,0.512959068314122,0.883696309292141,1.34089210637423,1.46199326595715,1.23344361742118,2.02763516942755,2.01647042975637,1.09954202931154,2.06576602409875,2.41178426010806
1.13114720231756,2,0.287175711668629,1.97828095500465,0.0534419483781399,1.58559597471977,1.14264962302307,0.5,1.30632680057226,2.76693000451431,1.60404065720071,1.2515431168485,1.35096080249422,1.15754520227419,0.511783355653138,1.14617384725419,0.769502085364428,1.21069515125361,1.27853591468334,1.33857135161066,0,0.917772628653322,0.690244009325998,2.15119464218844,0.636288891482259,0.743490573107529,0.339814667563474
2.42924114767108,2,1.52511905301489,0.870785112025377,1.46123734102107,0.247575068064759,0.545227132879419,0.5,0.858342157295049,0.559108090735065,2.04879574035473,0.024359816446449,0.463032131970826,2.01664747836315,2.28408350596988,0.575184432991784,0.15323050770175,0.606396872542034,0.888182763687888,1.53774659006657,0.675688959133411,1.49131161929214,1.73603575637089,0.207928804569115,1.96688967171526,1.1870384614152,1.88620545388276
0.213263423386588,2,2.01593183370771,0.460265621277376,1.52471304706263,1.60444419714228,1.21026535857021,0.5,0.492698141091042,0.671125921557986,0.74322130158239,0.233422413717033,0.48816479029442,1.22855135658079,1.23455871132258,1.85897809179016,1.22737554767172,0.300062661990208,2.36025644576355,1.42292125019099,1.0255473097378,1.26832028625607,1.51787142762411,2.49843505135471,0.181459715094502,0.903653110151118,1.46971207796519
1.51800160975397,2,1.51366899900798,2.39872578235291,0.408853890079669,1.06189047002295,1.08504393141652,0.5,1.51500478858744,2.93464177271204,0,2.28986298636927,0.828239754265235,1.08286242824425,1.26930365975177,0,0.603526865970062,0,0.930454996496359,1.0193773942339,0.269395459571234,1.62194024650314,1.80731211483685,0.135533962360179,1.55666480141617,0.729707896867129,0.660237369715473
1.48206643709464,2,1.08889746546313,1.19373743833437,0.743221422969605,1.16092293720986,2.34308749686824,0.5,1.04752399266631,0.810052925529372,1.78114577334503,0.899353189276036,1.33893673717848,2.63722430230427,1.31003926400161,0.215126995655672,1.15809870710401,2.13750714358085,0.214306584424906,0.776508235110169,1.46261441879064,1.15918512440058,0.395253052574923,0.707283844744536,0.908368724071234,1.67376166538917,1.34511771839368
