"","SL","BRC1_2","CK","Aux","ABA","PIN1_3_4_7","Aux_Bud","SUC","GA","Decap_signal","CXE","SMXL6_7_8","FHY3_FAR1","SPL9_15","MAX2","D14","D27","MAX3","MAX4","MAX1","LBO","CLAMT","PhyB","PIFs","HB21_40_53","NCED3"
"Ind1",0.418712280700751,0.418712280700751,0.418712280700751,0.418712280700751,0.418712280700751,0.418712280700751,0.418712280700751,0.418712280700751,0.418712280700751,0.418712280700751,0.418712280700751,0.418712280700751,0.418712280700751,0.418712280700751,0.418712280700751,0.418712280700751,0.418712280700751,0.418712280700751,0.418712280700751,0.418712280700751,0.418712280700751,0.418712280700751,0.418712280700751,0.418712280700751,0.418712280700751,0.418712280700751
"Ind2",0.475836465205635,0.475836465205635,0.475836465205635,0.475836465205635,0.475836465205635,0.475836465205635,0.475836465205635,0.475836465205635,0.475836465205635,0.475836465205635,0.475836465205635,0.475836465205635,0.475836465205635,0.475836465205635,0.475836465205635,0.475836465205635,0.475836465205635,0.475836465205635,0.475836465205635,0.475836465205635,0.475836465205635,0.475836465205635,0.475836465205635,0.475836465205635,0.475836465205635,0.475836465205635
"Ind3",1.41262958694316,1.41262958694316,1.41262958694316,1.41262958694316,1.41262958694316,1.41262958694316,1.41262958694316,1.41262958694316,1.41262958694316,1.41262958694316,1.41262958694316,1.41262958694316,1.41262958694316,1.41262958694316,1.41262958694316,1.41262958694316,1.41262958694316,1.41262958694316,1.41262958694316,1.41262958694316,1.41262958694316,1.41262958694316,1.41262958694316,1.41262958694316,1.41262958694316,1.41262958694316
"Ind4",0.888457510830048,0.888457510830048,0.888457510830048,0.888457510830048,0.888457510830048,0.888457510830048,0.888457510830048,0.888457510830048,0.888457510830048,0.888457510830048,0.888457510830048,0.888457510830048,0.888457510830048,0.888457510830048,0.888457510830048,0.888457510830048,0.888457510830048,0.888457510830048,0.888457510830048,0.888457510830048,0.888457510830048,0.888457510830048,0.888457510830048,0.888457510830048,0.888457510830048,0.888457510830048
"Ind5",0.712257477719594,0.712257477719594,0.712257477719594,0.712257477719594,0.712257477719594,0.712257477719594,0.712257477719594,0.712257477719594,0.712257477719594,0.712257477719594,0.712257477719594,0.712257477719594,0.712257477719594,0.712257477719594,0.712257477719594,0.712257477719594,0.712257477719594,0.712257477719594,0.712257477719594,0.712257477719594,0.712257477719594,0.712257477719594,0.712257477719594,0.712257477719594,0.712257477719594,0.712257477719594
"Ind6",1.18537476718272,1.18537476718272,1.18537476718272,1.18537476718272,1.18537476718272,1.18537476718272,1.18537476718272,1.18537476718272,1.18537476718272,1.18537476718272,1.18537476718272,1.18537476718272,1.18537476718272,1.18537476718272,1.18537476718272,1.18537476718272,1.18537476718272,1.18537476718272,1.18537476718272,1.18537476718272,1.18537476718272,1.18537476718272,1.18537476718272,1.18537476718272,1.18537476718272,1.18537476718272
"Ind7",1.25516781782463,1.25516781782463,1.25516781782463,1.25516781782463,1.25516781782463,1.25516781782463,1.25516781782463,1.25516781782463,1.25516781782463,1.25516781782463,1.25516781782463,1.25516781782463,1.25516781782463,1.25516781782463,1.25516781782463,1.25516781782463,1.25516781782463,1.25516781782463,1.25516781782463,1.25516781782463,1.25516781782463,1.25516781782463,1.25516781782463,1.25516781782463,1.25516781782463,1.25516781782463
"Ind8",1.73222372753843,1.73222372753843,1.73222372753843,1.73222372753843,1.73222372753843,1.73222372753843,1.73222372753843,1.73222372753843,1.73222372753843,1.73222372753843,1.73222372753843,1.73222372753843,1.73222372753843,1.73222372753843,1.73222372753843,1.73222372753843,1.73222372753843,1.73222372753843,1.73222372753843,1.73222372753843,1.73222372753843,1.73222372753843,1.73222372753843,1.73222372753843,1.73222372753843,1.73222372753843
"Ind9",1.09235653098488,1.09235653098488,1.09235653098488,1.09235653098488,1.09235653098488,1.09235653098488,1.09235653098488,1.09235653098488,1.09235653098488,1.09235653098488,1.09235653098488,1.09235653098488,1.09235653098488,1.09235653098488,1.09235653098488,1.09235653098488,1.09235653098488,1.09235653098488,1.09235653098488,1.09235653098488,1.09235653098488,1.09235653098488,1.09235653098488,1.09235653098488,1.09235653098488,1.09235653098488
"Ind10",1.41285731087741,1.41285731087741,1.41285731087741,1.41285731087741,1.41285731087741,1.41285731087741,1.41285731087741,1.41285731087741,1.41285731087741,1.41285731087741,1.41285731087741,1.41285731087741,1.41285731087741,1.41285731087741,1.41285731087741,1.41285731087741,1.41285731087741,1.41285731087741,1.41285731087741,1.41285731087741,1.41285731087741,1.41285731087741,1.41285731087741,1.41285731087741,1.41285731087741,1.41285731087741
"Ind11",0.862972555133823,0.862972555133823,0.862972555133823,0.862972555133823,0.862972555133823,0.862972555133823,0.862972555133823,0.862972555133823,0.862972555133823,0.862972555133823,0.862972555133823,0.862972555133823,0.862972555133823,0.862972555133823,0.862972555133823,0.862972555133823,0.862972555133823,0.862972555133823,0.862972555133823,0.862972555133823,0.862972555133823,0.862972555133823,0.862972555133823,0.862972555133823,0.862972555133823,0.862972555133823
"Ind12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ind13",0.486266986775737,0.486266986775737,0.486266986775737,0.486266986775737,0.486266986775737,0.486266986775737,0.486266986775737,0.486266986775737,0.486266986775737,0.486266986775737,0.486266986775737,0.486266986775737,0.486266986775737,0.486266986775737,0.486266986775737,0.486266986775737,0.486266986775737,0.486266986775737,0.486266986775737,0.486266986775737,0.486266986775737,0.486266986775737,0.486266986775737,0.486266986775737,0.486266986775737,0.486266986775737
"Ind14",1.07790580433857,1.07790580433857,1.07790580433857,1.07790580433857,1.07790580433857,1.07790580433857,1.07790580433857,1.07790580433857,1.07790580433857,1.07790580433857,1.07790580433857,1.07790580433857,1.07790580433857,1.07790580433857,1.07790580433857,1.07790580433857,1.07790580433857,1.07790580433857,1.07790580433857,1.07790580433857,1.07790580433857,1.07790580433857,1.07790580433857,1.07790580433857,1.07790580433857,1.07790580433857
