"SL_n","BRC1_2_n","CK_n","Aux_n","ABA_n","PIN_1_3_4_7_n","Aux_Bud_n","SUC_n","GA_n","Decap_signal_n","CXE_n","SMXL6_7_8_n","FHY3_FAR1_n","SPL9_15_n","MAX2_n","D14_n","D27_n","MAX3_n","MAX4_n","MAX1_n","LBO_n","CLAMT_n","PhyB_n","PIFs_n","HB21_40_53_n","NCED3_n"
1.19778000137873,0.773487176549439,1.29529144877942,0.895773107377871,1.66425086958688,0.189260127579975,1.65409546281763,0.635673509001383,2.05729320118967,0.40723355030978,0.720222875196627,0.356866322148647,1.6380494505585,1.3218070918605,2.18257486107003,1.36548377940211,1.28166738813939,1.7380335096474,0.637757611202012,0,0.284291531384131,0.555202747943094,1.38136482127128,0.328855529059151,1.14153744066498,0.752883838703024
1.08027391656275,1.32528827499703,0.967804516908758,1.81779695710735,0,0.607065858604178,1.51785771611416,0.227495811620041,0.892928349540437,0.714179813988947,0.836967898269396,1.04121865926834,0.632764885830761,0.337148708108303,0.971895019155546,0.880434463851815,0.742826588255524,0.493443922191606,0.732121198911706,1.81688626224663,0.711317630188727,2.01329220124621,1.26953447560784,1.16405092325705,2.31793184463739,0.336152126462453
1.14220843750669,0,0.862277243504734,1.13002250239879,0.455829514509241,1.03915849902362,0.877109121122654,1.79005225634329,0.799428840361035,1.92381345036412,2.17502841304381,1.41086069870541,0.793336954866975,1.99096635206333,0.484740590039806,0.309228056745696,1.08787190590392,1.60501473774901,1.93544690855586,1.65085329185958,2.03292962930876,0.206943455494717,1.31223567080419,0,1.35535822111473,1.52114611424113
2.24314032197653,0.755442843931849,0.707989992766194,0.756691983485004,1.36093199885322,0.378727261445809,1.86830783593459,2.12945835521495,1.01339767817137,1.35291732773995,1.59044756138012,1.09164533652277,0.810615151441921,1.60539075262621,1.25284324057052,0.754180763434366,0.62128436725674,1.42601824323956,1.54950057324796,1.01606957155496,1.27405124585342,2.70406467803212,0.377250336550682,0.12896747786738,2.79125700366288,2.15270468327861
0.5959990533971,0.861276844097818,1.07711331464294,0.350081911563782,2.1802626889286,2.06235750051938,1.37669263917934,1.31732440216692,0.537344919564145,1.0242189969852,1.72464058627903,1.25251524431264,2.19600986281488,1.06119773769671,1.12167307496259,1.44107278976238,1.3196112678384,0.629067712288337,1.05011429435735,0.126207469111968,2.92829656933471,0.159466684032645,1.84765309013639,0.917429797468315,1.17688223994162,1.1643742441325
1.59875574651831,0,1.7300491047354,0.121294183483713,2.10192659960933,1.88992434023322,1.57703201808097,1.38355789852388,1.57161596204945,0.240167172564922,1.41885330801497,1.93074250680682,2.49394600262396,0,0.631216825051469,0.618032257160207,0.445312305201524,0.219569483938144,0.503810470067358,1.27877400765963,2.29355570072855,1.32836189369765,0.965956994799141,2.33887729124579,1.11673356202461,1.66152638137682
1.33247724445754,1.95763967351532,1.38546097860653,2.34251455377496,1.84811781809843,1.74916701575508,1.91967040191337,0.56083723999078,0.837294388506867,2.48623079569698,1.53622554518288,0.435202185375857,1.81199557013683,0.02479436498501,1.66908266580526,0.187315291442149,0.195970228424216,1.07765913555653,0.754928564168175,0.252505787256947,0.77207443287433,1.40695927802393,2.04388723515462,0.117850467956605,1.94751615160165,1.60392829592747
2.0128532076616,2.24874668376125,1.03121901683777,2.5254989614341,1.35627351547129,1.93652664049418,1.23509426812561,0.604728603685327,0.911750147676614,1.34337386031609,1.05356824110466,2.04487613802535,1.03920931544541,1.00640921152144,1.80796446756471,1.88818522129077,0.142980682854906,0.640365641593779,1.63683520854831,2.30653594330053,1.11456767675964,0.436577899050525,0.841113941331657,1.86335462592043,1.32265861382183,2.26044137538232
0.797166214445694,1.03757041556317,1.56688373867588,1.48087639073627,0.925692065166732,1.51021612359043,1.07186116615542,2.28568355458814,0.403231289043281,1.33302460168632,1.19871705525719,1.28599053349198,1.23145378380139,1.38579647624128,1.72055981419502,0.164854758316305,0.594975289293629,1.41616224199937,0,1.54019962684753,0.615739783543398,0.764276973059271,2.34553951017537,1.54883119055843,1.22161125310726,0.516183743913505
1.02441763250687,2.9111830008661,2.16120077342812,0.859691670290374,2.03080723075158,1.29698193643792,0.390373066840927,0,1.39911627461833,1.23105758528927,0.863348770375682,0.281873414581389,2.32300526673603,0.678285856476327,1.1742624939969,2.75547799350779,1.47084832075065,0.555012175438834,0.737459421383399,0.965187178372139,1.11515867243495,1.33271475956165,1.25402871595012,0.23970451024694,1.02193128417831,0.777840155744195
0,1.89324490626196,1.11083476111161,1.96730270254827,1.79041323318071,0,0.512636257464,1.12400253554642,2.83631720721531,0.735445646583349,1.08401322067696,0.725258799098403,1.76775896837433,3.01287138884156,0.740493378003539,1.44364760360448,1.14034106868583,1.41634479514514,1.08094279648107,2.399904016978,0.715834193184904,0.614149242429074,0,2.49933257845624,0,1.632446131674
1.79653765992645,2.71424457032279,0.97437837584234,1.77363834929169,1.71703738435184,1.69129453488453,0.566977352527213,0.738115421831172,0.56827765819975,1.38092716747754,0.212580091980639,2.05754273076655,1.30706470186971,0.886257123169452,0.350919625627695,0.992163205053344,1.59484013107024,0.953841984934206,0.179660756618216,1.90288552844032,2.5568737593884,1.08659444536363,1.69804446794958,2.46416567769657,1.37567965832517,1.21481009303703
1.6086915769847,1.37353393343435,1.38045323415875,0.975034011468909,0.435987365307286,1.29619452101801,2.76335231821864,1.01565274251404,1.39085803335671,1.2927996312004,1.43086534633639,1.03811253120039,2.01245422412297,1.1395220546504,1.48530840550373,1.3193063828329,0.522295128702518,2.03893288509923,0.241704181026548,0.831170075651482,1.68243315484906,2.38156796976964,1.72232988183862,1.78609157411255,0.93070371085831,0.367022512482048
1.88405024428241,0.814262082747437,0.0257350139620936,0.609915388149432,1.50038070994351,0,1.32212515128119,1.16496518093541,1.04900638139627,0.579198447478478,2.10254468201973,1.74023958504965,1.68896156348467,1.85658463807119,1.72497442599547,2.49391701293142,1.07393579445575,1.46788531048425,1.44876120545714,1.90388580073369,1.58078167152252,0,1.04086041333099,0.100610802388945,0.57461010715297,0.499026896460407
